职位名称,工作地址,学历要求,工作年限要求,招聘人数,薪资待遇,公司行业,公司性质,公司规模,融资阶段,招聘状态,职位类型,岗位描述,公司介绍,公司工商信息,简历详情页地址,更新日期,技术栈
大模型应用研发,北京元中心7号楼,本科,3-5年,,30-50K·14薪,互联网,,10000人以上,已上市,招聘中,全职,职位描述1.负责数据服务、数据问答（AI Copilot）应用相关产品的架构设计和开发2.针对重点项目和场景，提供针对性的技术解决方案，保障交付质量3.参与数据智能化方向前沿技术的预研，探索验证在小米落地的场景职位要求1.计算机、数学等相关专业，本科以上学历，3年以上工作经验2.具备扎实的计算机基础知识，精通Python，C++语言，熟悉Linux系统3.具备一定的大模型的性能优化经验，有AI Copilot类应用开发经验者优先4.具备优秀的独立分析，动手解决问题的能力，良好沟通表达能力,,https://www.zhipin.com/gongsi/30cf71841a62f78e1nZ63ti_Elo~.html,https://www.zhipin.com/job_detail/b390ef1916ae49661HB73ty6F1FQ.html,2024-05-15 04:53:30,"[['数据服务', '数据问答', 'AI Copilot', '架构设计', '开发', '技术解决方案', '交付质量', '数据智能化', '前沿技术', '预研', '验证', '小米落地'], ['计算机', '数学', '本科以上学历', '3年以上工作经验', '计算机基础知识', 'Python', 'C++', 'Linux系统', '大模型性能优化', 'AI Copilot类应用开发', '独立分析', '动手解决问题', '沟通表达能力']]"
Python,北京朝阳区华业·玫瑰郡八里庄北里128号楼底商一层23,本科,1-3年,,15-16K,医疗服务,,0-20人,B轮,招聘中,全职,工作有责任心，认可公司企业文化Python岗位职责和任职要求岗位职责：1. 负责Python项目的开发和维护，包括需求分析、设计、编码、测试和上线等环节；2. 参与团队技术交流和分享，提升团队技术水平；3. 负责解决项目中的技术难题，保证项目进度和质量；4. 参与产品需求讨论，提出技术方案和建议。任职要求：1. 熟练掌握Python编程语言，熟悉Python Web开发框架（如Django、Flask等）；2. 熟悉MySQL、Redis等数据库，有良好的数据库设计和优化能力；3. 熟悉Linux操作系统，能够熟练使用常用命令和工具；4. 具备良好的团队合作精神，能够有效沟通和协作；5. 具备较强的学习能力和解决问题的能力，能够快速适应新技术和新环境；6. 具备本科及以上学历，计算机相关专业优先。以上是Python岗位的职责和任职要求，如果您符合我们的要求，欢迎您加入我们的团队。,,https://www.zhipin.com/gongsi/8e67bb86d86ed9991HZ82d65EFU~.html,https://www.zhipin.com/job_detail/52c91b0329cea2b71HB62dS0GVFT.html,2024-05-15 04:53:53,"[['Python', 'Django', 'Flask', 'MySQL', 'Redis', 'Linux', '数据库设计', '数据库优化']]"
.net开发工程师,深圳龙华区龙胜大厦5楼506,大专,1-3年,,10-15K,互联网,,20-99人,不需要融资,招聘中,全职,后端开发岗位！前端和测试岗勿投！岗位要求：1、计算机及相关专业大专及以上学历，有两年以上基于.NET实际开发经验；2、熟悉.NET Framework框架，熟练使用Visual Studio，能独立开发项目；3、熟悉sql数据库，熟练使用数据库的视图、存储过程、触发器等各种数据库功能；4、熟悉JavaScript、Ajax、jQuery、HTML5、CSS3、XML、JSON等相关技术；5、具备良好的逻辑思维和分析能力，学习能力良好，有良好的团队意识，责任心强；6、拥有根据用户需求独立设计和开发功能模块的能力，具备至少一个完整的项目研发经验（会软硬件 或者有做过APP商城经验优先）。7、精通前后端技术的优秀人才，待遇可谈。岗位职责：1、熟悉微信平台接口及微信小程序、微商城功能研发；2、根据项目需求，完成功能的开发工作，并快速修复代码的BUG，以保质、保量、按时提交需求处理结果；3、 审核自己所负责实现功能的测试用例，反馈不合理设计和完善建议；4、 独立开发能力强、沟通能力强、工作认真负责、能够承受工作压力、具有团队合作精神；5、 完成领导交办的其他工作。公司薪酬福利：1、福利待遇：社会保险按规定为员工购买社保（养老、医疗、失业、工伤、生育）；2、有薪假期：法定节假日、婚假、生育假、陪产假等有薪假期；3、节日慰问：端午节、中秋节，公司将发放员工节日福利；4、团队氛围：不定期下午茶、外出旅游、聚餐、文娱活动（团队文体活动、春节联欢、拓展训练等）；5、晋升空间：良好发展空间，多元化职位晋升通道，公司优选内部员工竞聘各空缺职位，能力决定你的高度；公司薪酬福利：风里雨里，我在域网等你，域网大家庭欢迎你的加入！工作地址：深圳市龙华新区工业路龙胜大厦5楼506,域网集团是国内专业的企业电子商务发展服务商，总部在厦门软件园，是中国互联网信息中心CNNIC认证的地址资源注册商专注于为企业、机构和个人提供互联网营销解决方案和专业化信息服务。域网拥有优秀的研发、销售和客服团队针对不同类型和不同发展阶段的企业信息化需求，域网科技提供网站建设、行业门户平台开发、商城开发、手机APP开发、关键词seo优化推广、sem付费搜索引擎优化、新媒体推广、软文营销、网络公关、域名注册、可信网站认证、服务器购置、企业邮箱、400电话等信息化产品，使企业可在低成本、高效率的前提下快速建立自己的网络营销平台。 服务宗旨——以客户为中心，以技术为基础，以质量求生存，以诚信谋发展。 选择域网，选择全方位网络营销专业供应商！,https://www.zhipin.com/gongsi/022149ed6f0c3d9d1nF-0926Eg~~.html,https://www.zhipin.com/job_detail/d4be74dac29264221nd43Nu6EVZV.html,2024-05-15 00:37:19,"[['.NET Framework', 'Visual Studio', 'SQL数据库', '视图', '存储过程', '触发器', 'JavaScript', 'Ajax', 'jQuery', 'HTML5', 'CSS3', 'XML', 'JSON'], ['微信平台接口', '微信小程序', '微商城功能研发', '功能开发', '代码BUG修复', '测试用例审核', '不合理设计反馈', '独立开发能力', '沟通能力', '工作认真负责', '工作压力承受', '团队合作精神']]"
.NET，C#高级工程师,深圳光明区中集智园大厦A座1206,大专,5-10年,,18-23K,仪器仪表/工业自动化,,100-499人,未融资,招聘中,全职,"1.精通金蝶BOS平台开发，能高效开发云星空不同类型的插件，2.大专及以上学历，计算机相关专业，3.有良好的的编程习惯；4.熟悉SQLServer,数据库，具备数据库性能調优；5.精通.NETFramework架构.",爱合发工业传动科技（广东）有限公司，是深圳合发齿轮2018年成立的全资子公司，主要生产销售iHF标准件，包含齿轮、同步带轮、同步带、丝杆、导轨、链轮、链条、联轴器、支撑座等系列产品。爱合发本着“专注于传动领域发展”的宗旨，不断拓展传动领域标准品类，服务于广大的中小型客户，做“精度与速度提供者”。公司引入了日本马扎克数控车床、哈迈硬齿面滚齿机、美国立式加工中心等先进设备，为产品精度保驾护航；配置了日本TT|齿轮检测仪，齿形轮廓投影测量仪、海克斯康三坐标等一些列精密齿轮检测设备，品质把控严格。多年的技术沉淀，掌握国际通用20多种齿形，上万种规格，可满足客户不同型号需求；2020年12月，合发集团被授予“机械工业同步带轮工程技术研究中心”单位；同时成为全国带轮与带标准化技术委员会委员单位。爱合发依托总部二十多年齿轮制造底蕴，以“保障品质、缩短交期”为目标，设立标准品专用车间，畅销型号批量备货，能快速响应客户急单、大单需求；协助解决“产品质量越来越高、产品交期越来越短”的痛点问题，助力制造业健康发展。爱合发追求精，准，快的理念，产品和服务深受客户信赖，不但供应全国各地的客户，而且远销欧美各地，在提供标准品服务的同时，也竭诚向客户提供更多，精细的个性化服务，打造成为屿立百年，影响全球的传动企业。,https://www.zhipin.com/gongsi/a7d7cd6861931e1d1nd629q9EVU~.html,https://www.zhipin.com/job_detail/912f5f0e8cb205af1Xd-09q7FVRS.html,2024-05-15 00:39:12,"[['金蝶BOS平台开发', '云星空插件开发', 'SQLServer', '数据库性能调优', '.NETFramework架构']]"
.NET开发工程师,深圳南山区万融大厦C座7楼,本科,5-10年,,15-20K,互联网,,100-499人,A轮,最新,全职,1、根据项目、产品的开发进度和任务分配，开发符合系统要求的相应软件模块；2、理解基本的业务需求，并根据设计文档、需求说明完成相应模块的开发任务；3、对自己完成的功能，进行功能测试，查出功能存在的缺陷并保证其质量；4、进行软件的一些维护工作；任职要求1.统招本科及以上学历（能力强者可放开学历限制），计算机或软件相关专业。2.3年及以上.NET开发经验，熟练C#语言，熟练常用设计模式；3.熟练.NET Core、EntityFramework Core等框架；4.熟练MySql数据库；5.熟练Linux常见操作命令6.熟练Docker容器常见操作命令7.熟练Kubernetes(k8s)管理容器集群常见操作命令上班时间：8：30-18：00 周末双休。,敢为软件在万物互联、行业应用、大屏可视化及自然交互等方面形成完整的闭环，是物联网领域连接能力最强、应用领域最广、用户体验最好的高科技公司。 在万物互联方面，我们提供业界最强大的物联网PaaS平台，依托独特的物联网胶水与社会化自组网技术，完美融合边缘计算、本地计算和云计算，快速从底层融合各种传感信息和第三方系统，彻底革新物联网碎片化的现状。在行业应用方面，我们在万物互联的基础上又提供强大的应用层零代码/低代码平台，可以快速制定各种业务逻辑和交互界面，极大提升相关行业的生产效率。在大屏可视化及自然交互方面，我们提供炫酷的用户界面、巨屏多窗口融合、多屏互动、多工作站实时协同渲染等技术以及自然语音、多点触控、体感交互、增强现实、全息影像等多维度的交互模式，带给用户科幻般的临场体验。 敢为软件在智慧建筑、智慧园区、数字能源、工业互联网、智慧交通、智慧环保、智慧水务、智慧城市等众多领域提供全面的解决方案，迄今已面向全球客户服务了3000多个项目，深受客户好评。 敢为软件基于多年技术积累，面向开发者推出了物联网领域唯一的一站式开发平台——敢为云，以极致的性价比和强大的技术生态能力赋能千行百业，帮助客户快速实现数字化、智能化的转型升级。 未来已来，智慧时代。我们期望与各行业的合作伙伴紧密携手，发扬敢为天下先的精神，共创美好未来。,https://www.zhipin.com/gongsi/3d301533999e99611nZ52tm_FA~~.html,https://www.zhipin.com/job_detail/605873fa57b144801HF72dS9EVQ~.html,2024-05-15 00:39:59,"[['C#', '设计模式', 'NET Core', 'EntityFramework Core', 'MySql', 'Linux', 'Docker', 'Kubernetes']]"
RPA中级开发工程师,深圳南山区南园枫叶大厦12D,大专,1-3年,,10-15K,计算机软件,,0-20人,未融资,招聘中,全职,RPA中级开发工程师1.计算机或者理工科专业2.熟悉C#开发过程和方法；对设计和编程有良好的理解；3.熟悉Python的开发4.1-3年UiPath或UiBot项目工作经验 熟练使用RPA企业框架，并针对不同的场景进行修改5.熟练控制台的各项配置、API接口的使用6 有良好的开发代码规范，善于使用异常处理，保证流程稳定运行加分项：独立设计RPA框架、JavaScript、VBA【工作内容】1、了解用户需求和功能规范；2、负责开发UiPath或Uibot 流程的开发；3、及时沟通解决方案和开发进度；【公司介绍】佳昊创想（深圳）科技有限公司主营为用户提供企业运营流程诊断分析、改造优化、自动化智能化解决方案设计、开发集成服务、技术培训，软硬件产品销售与服务于一体化的科技型、专业服务型高科技公司。以合伙人模式聚集一批国内早期（2018年）专注于RPA+AI技术转接、业务流程专家、软件架构师、资深开发工程师精英团队组成，在行业内苦心经营钻研多年，积累了丰富的经验与技术，聚集了众多的优质客户资源，先后服务于喜之郎、大众一汽、东方日产、洲明科技、百威集团、萨克米、百世可乐、高露洁、证券公司、广百集团、大型地产等众多大中型客户项目。经营宗旨：日渐精进，不断创新的提炼更好的解决方案，用最高效、专业、规范的方法经营管理公司，服务于客户，帮助用户成功，实现自我价值。企业文化：以奋斗者为本、专业务实；坚持（员工、用户、企业）双赢、相互成就！经营模式：公司为优秀人才提供了完善的晋升发展机制，根据企业职员业绩、司龄、专业能力、发展潜力等各项考核指标周期性选拔优秀杰出人才，给与核心员工、分红股东等机会，让每位员工都能够分享公司的收益，共同为企业发展拼搏。,佳昊创想（深圳）科技有限公司主营为用户提供企业运营流程诊断分析、改造优化、自动化智能化解决方案设计、开发集成服务、技术培训，软硬件产品销售与服务于一体化的科技型、专业服务型高科技公司。以合伙人模式聚集一批国内早期（2018年）专注于RPA+AI技术转接、业务流程专家、软件架构师、资深开发工程师精英团队组成，在行业内苦心经营钻研多年，积累了丰富的经验与技术，聚集了众多的优质客户资源，先后服务于喜之郎、大众一汽、东方日产、洲明科技、百威集团、萨克米、百世可乐、高露洁、证券公司、广百集团、大型地产等众多大中型客户项目。经营宗旨：日渐精进，不断创新的提炼更好的解决方案，用最高效、专业、规范的方法经营管理公司，服务于客户，帮助用户成功，实现自我价值。企业文化：以奋斗者为本、专业务实；坚持（员工、用户、企业）双赢、相互成就！经营模式：公司为优秀人才提供了完善的晋升发展机制，根据企业职员业绩、司龄、专业能力、发展潜力等各项考核指标周期性选拔优秀杰出人才，给与核心员工、分红股东等机会，让每位员工都能够分享公司的收益，共同为企业发展拼搏。,https://www.zhipin.com/gongsi/0c5e0ad123f8f2001Xd93920E1M~.html,https://www.zhipin.com/job_detail/428ffbbb9674a1a31XN_3tW0FFBX.html,2024-05-15 00:41:06,"[['C#', 'Python', 'UiPath', 'UiBot', 'RPA企业框架', 'API接口', '异常处理', 'JavaScript', 'VBA']]"
RPA开发工程师,深圳南山区北京航空航天大厦2号楼1009-1010,本科,3-5年,,13-22K,计算机软件,,1000-9999人,未融资,招聘中,全职,"工作内容1.在RPA项目实施中，完成RPA的程序开发、测试；2.在开发过程中，确保产品的功能、性能和拓展满足交付条件；3.对已上线的RPA流程进行有效、及时地维护和升级，完成相关技术文档的编写，做好客户沟通与培训；4.完成上级交付的其余合理工作。任职要求：1.本科学历，3年以上软件开发经验,掌握至少一种编程语言，例如 C#、.NET、Python、Java、VB、VBA、SQL等技术；2.具备2-3年RPA项目开发经验，熟悉使用RPA常用工具，如BluePrism，Automation Anywhere或UiPath；3.出色的问题分析和解决能力；4.熟悉软件开发流程和方法；5.中英文沟通表达能力良好；6.抗压能力强，自身职业发展驱动力强，愿意接受出差；7.良好的团队合作精神和自学能力。",翰智集团成立于2004年，目前总部在广州。依托在信息化建设和软件开发的专业优势和强大的技术力量，联合阿里云、UiPath、用友网络等战略合作伙伴，为企业提供从咨询规划、数字化管理平台建设、软件定制、IT技术服务等一站式综合服务，在智慧财税、业财税共享、人力共享、RPA智能机器人、商业智能、智能制造、数字营销、智慧教育等领域为提供一体化解决方案。 公司一直致力于探索创新应用，在自有产品体系研发方面目前累计开发的成果达100多项。目前在广州、深圳、中山、东莞、佛山分别设立子公司。 翰智集团注重人员发展与成长，人员规模超过1000人，汇集了一批专业的实施、开发、运维服务团队，拥有一支懂业务的复合型团队，团队成员具有资深的从业经验，其中从业经验达5-10年的占35%，10年以上占25%，专业服务水平进一步保障了优质的服务水平。 在数字智能化的科技浪潮下，翰智一直坚持融合创新，持续改进，以信息技术助力企业转型，加速企业数字化进程。我们诚邀优秀人才加盟，携手共创数字化未来！官网：http://www.hanzhigroup.cn,https://www.zhipin.com/gongsi/e551b98967de19731nZ-3NS-EFs~.html,https://www.zhipin.com/job_detail/90c63c673d6e3cf11nBy3t66FVFU.html,2024-05-15 00:41:30,"[['RPA程序开发', 'RPA程序测试', '功能', '性能', '拓展', '维护', '升级', '技术文档编写', '客户沟通', '培训', 'C#', '.NET', 'Python', 'Java', 'VB', 'VBA', 'SQL', 'BluePrism', 'Automation Anywhere', 'UiPath', '问题分析', '解决能力', '软件开发流程', '方法', '中英文沟通', '表达能力', '抗压能力', '职业发展驱动力', '出差', '团队合作精神', '自学能力']]"
net开发工程师,深圳南山区深圳软件园1期3栋502,大专,1-3年,,8-10K,计算机软件,,0-20人,,招聘中,全职,"1、大专及以上学历，计算机相关专业，1年以上工作经验；2、熟悉Asp.Net开发环境，了解.Net Core,ORM软件开发；3、了解Angular或Vue、HTML 等前端框架；4、熟练使用MySql，熟悉SqlServer等主流数据库产品；5、有Mqtt、RabitMQ、Redis、Mongodb开发经验佳；6、能按照规范的软件开发流程，完成软件的编码和自测工作7、热爱计算机软件开发，具有很强的自学能力；8、良好的团体合作精神。",,https://www.zhipin.com/gongsi/0bb06d86850067c71XR83NW9EVA~.html,https://www.zhipin.com/job_detail/86c925d7337bbb911XV_3ti4EVJY.html,2024-05-15 00:48:40,"[['Asp.Net', 'ORM', 'Net Core', 'Angular', 'Vue', 'HTML', 'MySql', 'SqlServer', 'Mqtt', 'RabbitMQ', 'Redis', 'Mongodb']]"
.net工程师,深圳龙华区罗屋围第一工业区A栋802,学历不限,1-3年,,10-15K,智能硬件,,20-99人,,招聘中,全职,"1、熟悉HTTP、WebService、WCF、RPC、WebSocket等协议2、熟悉软件工程，掌握面向对象分析与设计方法；3、熟悉.NET平台技术（C#、Winform、WPF等）4、有winform,wpf相关的使用经验优先5.熟悉TCP/IP通讯协议6.熟悉VS2010 IDE工具使用，熟悉SVN版本库使用",,https://www.zhipin.com/gongsi/258fde45be081ba11nZy09-4Flo~.html,https://www.zhipin.com/job_detail/d7759faca7560c181nBz3du-FltU.html,2024-05-15 00:49:03,"[['HTTP', 'WebService', 'WCF', 'RPC', 'WebSocket'], ['软件工程', '面向对象分析与设计方法'], ['.NET平台技术', 'C#', 'Winform', 'WPF'], ['winform', 'wpf'], ['TCP/IP通讯协议'], ['VS2010 IDE工具', 'SVN版本库']]"
.NET开发工程师,深圳罗湖区宝安广场A座21楼CD室,本科,经验不限,,5-9K,计算机软件,,20-99人,,招聘中,全职,"要求：非常熟悉c#或vb.net，对gis,cad,bim二次开发熟悉的优先",,https://www.zhipin.com/gongsi/eb43996868a496580XF539m_EA~~.html,https://www.zhipin.com/job_detail/29fd5d3cb46e4e7e1XV_3dq-F1RQ.html,2024-05-15 00:50:13,"[['c#', 'vb.net', 'gis', 'cad', 'bim']]"
.net/c#开发工程师,深圳宝安区稻兴环球科创中心A座2315,本科,1-3年,,9-14K,在线教育,,20-99人,A轮,招聘中,全职,1、主要能够进行已有项目维护；2、按照项目管理流程，参与研发部门的总体设计评审；3、进行金融应用系统详细设计、代码开发，配合测试，高质量完成项目；4、参与技术难题攻关、组织技术积累等工作。任职资格：1、一年以上开发经验，有企业级应用开发经验；2、熟练.NET/C#编程，有三层框架的实际项目经验，熟练使用VS2012等开发工具；3、熟悉jquery、ajax、JavaScript等相关技术；4、熟悉SQL性能调优以及复杂存储过程编写；5、具备金融行业应用系统开发经验优先；6、有良好的代码书写、注释和单元测试习惯，熟练运用多种软件设计模式；7、具备良好的小组协作沟通能力、较强的责任心及团队合作精神。,天择教育科技定位以“科技服务教育”为发展战略，致力于我国科技金融教育的应用发展，全面打造人工智能金融平台，公司拥有一批来自于上市公司高管、基金公司、投资银行、互联网科技企业及高等院校的专业人才队伍，硕士类金融科技专业人才占比60%以上。,https://www.zhipin.com/gongsi/87b099e034b8a79f1nB53NS8EQ~~.html,https://www.zhipin.com/job_detail/4aab52a2231320ca1nV52965FVdZ.html,2024-05-15 00:52:08,"[['.NET/C#', '三层框架', 'VS2012', 'jquery', 'ajax', 'JavaScript', 'SQL性能调优', '复杂存储过程', '金融行业应用系统开发', '代码书写', '注释', '单元测试', '软件设计模式', '小组协作', '沟通能力', '责任心', '团队合作精神']]"
